title,link,posted_at,source
हचुवाका भरमा स्थानीय तह पुनर्संरचना नगर्न मन्त्री पराजुलीको सुझाव,https://ekantipur.com/koshi-pradesh/2026/04/25/minister-parajuli-suggests-not-to-restructure-local-levels-in-a-hurry-29-58.html,2026-04-25T12:30:09+05:45,ekantipur
बुटवलको राजमार्ग चौराहादेखि चिडिया खोलासम्मको साढे ३ किलोमिटर सडक ९ वर्षसम्म अधुरै,https://ekantipur.com/business/2026/04/25/6-kilometers-of-road-incomplete-for-9-years-15-16.html,2026-04-25T12:21:48+05:45,ekantipur
"‘नक्कली’ सुकुमवासीको विवरण सार्वजनिक गर्ने सरकारको तयारी, विस्थापितका लागि पाँच स्थान",https://ekantipur.com/news/2026/04/25/government-preparing-to-make-public-details-of-fake-squatters-five-locations-for-displacement-56-35.html,2026-04-25T11:56:33+05:45,ekantipur
डोजर चलेपछिको सुकुमवासी बस्ती [ड्रोन तस्बिर],https://ekantipur.com/photo_feature/2026/04/25/slum-dwellers-after-the-bulldozer-drone-photo-52-41.html,2026-04-25T11:52:38+05:45,ekantipur
"दशकपछि पनि अधुरो पुनर्निर्माण, भूकम्पीय जोखिममै छ नेपाल",https://ekantipur.com/news/2026/04/25/even-after-a-decade-reconstruction-is-incomplete-nepal-is-still-at-risk-of-earthquakes-28-21.html,2026-04-25T11:28:19+05:45,ekantipur
"थापाथलीमा चल्यो डोजर, भत्काइयो सुकुमवासी बस्ती [तस्बिरहरू]",https://ekantipur.com/photo_feature/2026/04/25/dozers-used-in-thapathali-demolishing-houses-of-sukuvasi-settlement-photos-12-51.html,2026-04-25T11:16:17+05:45,ekantipur
खोटाङमा ठेक्का लिएर काम नगर्ने १९ योजनाका निर्माण व्यवसायीलाई अन्तिम चेतावनीसहित पत्राचार,https://ekantipur.com/koshi-pradesh/2026/04/25/final-warning-letter-sent-to-construction-entrepreneurs-of-19-projects-in-khotang-who-do-not-fulfill-contracts-15-28.html,2026-04-25T11:15:26+05:45,ekantipur
धनकुटाका तीन सरकारी कार्यालय प्रमुखसँग स्पष्टीकरण माग,https://ekantipur.com/koshi-pradesh/2026/04/25/explanation-sought-from-heads-of-three-government-offices-in-dhankuta-03-16.html,2026-04-25T11:03:14+05:45,ekantipur
बर्दिया निकुञ्जको २० प्रतिशत भूभागमा फैलियो डढेलो,https://ekantipur.com/lumbini-pradesh/2026/04/25/fire-spreads-to-20-percent-of-bardiya-national-park-59-02.html,2026-04-25T10:59:00+05:45,ekantipur
"सैन्य ‘अन्तिम दलेल कवाज’ सम्पन्न, १०८ जना दिक्षित",https://ekantipur.com/karnali-pradesh/2026/04/25/military-final-parade-completes-108-graduates-58-57.html,2026-04-25T10:58:54+05:45,ekantipur
थापाथली सुकुमवासी बस्तीका ६० प्रतिशत संरचना भत्काइयो,https://ekantipur.com/news/2026/04/25/60-percent-of-the-structures-in-thapathali-squatter-settlement-demolished-17-03.html,2026-04-25T10:22:47+05:45,ekantipur
वीरगन्ज घण्टाघर : सामाजिक नेटवर्किङको केन्द्र,https://ekantipur.com/koseli/2026/04/25/birgunj-clock-tower-social-networking-10-49.html,2026-04-25T09:59:18+05:45,ekantipur
रत्नपार्क : आन्दोलनको मुकाम,https://ekantipur.com/koseli/2026/04/25/ratna-park-the-center-of-the-movement-02-44.html,2026-04-25T09:51:32+05:45,ekantipur
असन : क्रय–विक्रयको अजम्बरी चक्र,https://ekantipur.com/koseli/2026/04/25/asan-a-glorious-history-of-buying-and-selling-30-44.html,2026-04-25T09:45:13+05:45,ekantipur
उच्च सुरक्षा उपस्थितिबीच शान्तिपूर्णरुपमा खाली हुँदैछ सुकुमवासी बस्ती,https://ekantipur.com/news/2026/04/25/slum-dwellers-are-being-evacuated-peacefully-amid-heavy-security-presence-39-43.html,2026-04-25T09:43:42+05:45,ekantipur
अत्तरिया : सुदूरकोे केन्द्र,https://ekantipur.com/koseli/2026/04/25/attariya-intersection-connecting-distant-places-38-44.html,2026-04-25T09:38:06+05:45,ekantipur
धर्नेको फाँटदेखि हल्लनचोकसम्म,https://ekantipur.com/koseli/2026/04/25/from-the-protest-site-to-the-hallan-chowk-26-54.html,2026-04-25T09:34:36+05:45,ekantipur
त्रिभुवन–धम्बोजी चोक : आधुनिकता र इतिहासका कथावाचक,https://ekantipur.com/koseli/2026/04/25/tribhuvan-dhamboji-chowk-a-storyteller-of-modernity-and-history-59-30.html,2026-04-25T09:29:47+05:45,ekantipur
वीरेन्द्रनगरको वैभव,https://ekantipur.com/koseli/2026/04/25/the-splendor-of-birendranagar-49-35.html,2026-04-25T09:28:20+05:45,ekantipur
यूएईविरुद्ध नेपाल ब्याटिङमा,https://ekantipur.com/sports/2026/04/25/nepal-bats-against-uae-18-44.html,2026-04-25T09:18:42+05:45,ekantipur
"थापाथलीमा डोजर चल्यो, अन्य ठाउँमा के भइरहेको छ?",https://ekantipur.com/news/2026/04/25/the-dozer-was-used-in-thapathali-what-is-happening-elsewhere-06-55.html,2026-04-25T09:15:22+05:45,ekantipur
"सुस्ताए बटौलीका निम र कदम, चम्कियो ट्राफिक चोक",https://ekantipur.com/koseli/2026/04/25/the-pace-and-pace-of-batauli-slowed-down-the-traffic-circle-became-brighter-16-54.html,2026-04-25T09:04:30+05:45,ekantipur
विकल्पविहीनलाई रंगशालामा लगेर विवरण संकलन गर्ने प्रशासनको तयारी,https://ekantipur.com/news/2026/04/25/administration-prepares-to-take-those-with-no-alternative-to-the-stadium-and-collect-details-58-46.html,2026-04-25T08:58:44+05:45,ekantipur
समय चिनाइरहेको भानु चोक,https://ekantipur.com/koseli/2026/04/25/bhanu-chowk-a-place-that-marks-the-time-27-22.html,2026-04-25T08:50:14+05:45,ekantipur
वरगाछी चोक : मजदुर आन्दोलनदेखि जेन–जी विद्रोहसम्म,https://ekantipur.com/koseli/2026/04/25/baragachi-chowk-from-labor-movement-to-gen-g-rebellion-36-10.html,2026-04-25T08:47:48+05:45,ekantipur
नारायणगढ : बसपार्क अन्तै सर्‍यो तर पुलचोक पुग्छन् यात्रु,https://ekantipur.com/koseli/2026/04/25/narayangadh-bus-park-moved-elsewhere-but-passengers-reach-pulchowk-47-12.html,2026-04-25T08:30:47+05:45,ekantipur
कोलाहलको छायामा रामानन्द चोक,https://ekantipur.com/koseli/2026/04/25/ramananda-chowk-in-the-shadow-of-the-noise-51-39.html,2026-04-25T07:51:37+05:45,ekantipur
बस्तीबाट सुकुमवासी हटाउने तरखर [तस्बिरहरू],https://ekantipur.com/photo_feature/2026/04/25/efforts-to-remove-squatters-from-settlements-photos-41-34.html,2026-04-25T07:41:32+05:45,ekantipur
उपाधि होडमा रियल अझ कमजोर,https://ekantipur.com/sports/2026/04/25/real-madrid-are-even-weaker-in-the-title-race-41-12.html,2026-04-25T06:41:10+05:45,ekantipur
केही स्थानमा वर्षा र चट्याङको सम्भावना,https://ekantipur.com/news/2026/04/25/chance-of-rain-and-thunderstorms-in-some-places-37-56.html,2026-04-25T06:37:53+05:45,ekantipur
यूएईसँग खेल्दै नेपाल,https://ekantipur.com/sports/2026/04/25/nepal-playing-against-uae-34-29.html,2026-04-25T06:34:27+05:45,ekantipur
अमेरिकी डलरको मूल्यमा निरन्तर वृद्धि,https://ekantipur.com/business/2026/04/25/continued-rise-in-the-value-of-the-us-dollar-32-04.html,2026-04-25T06:32:01+05:45,ekantipur
फरेस्ट जोगिने लगभग निश्चित,https://ekantipur.com/sports/2026/04/25/forest-survival-almost-certain-29-13.html,2026-04-25T06:29:11+05:45,ekantipur
सरकारी प्रक्रियाप्रति प्रश्न उठाउँदै प्रदर्शन,https://ekantipur.com/news/2026/04/24/demonstration-questioning-the-process-32-27.html,2026-04-24T22:46:26+05:45,ekantipur
मानव अधिकार आयोगले भन्यो : सुकुमवासी पहिचान गरी व्यवस्थापन गर्नू,https://ekantipur.com/news/2026/04/24/human-rights-commission-says-squatters-should-be-identified-and-managed-35-22.html,2026-04-24T22:40:06+05:45,ekantipur
सशस्त्र प्रहरीका ६ एसएसपी डीआईजीमा बढुवा सिफारिस,https://ekantipur.com/news/2026/04/24/6-ssps-of-armed-police-force-promoted-to-dig-32-05.html,2026-04-24T22:32:02+05:45,ekantipur
"उठ्दै बस्ती, खोज्दै बासस्थान",https://ekantipur.com/news/2026/04/24/a-settlement-is-rising-looking-for-a-place-to-live-16-56.html,2026-04-24T22:25:55+05:45,ekantipur
केम्पो च्याम्पियनसिपमा नेपाललाई १७ पदक,https://ekantipur.com/sports/2026/04/24/nepal-wins-17-medals-at-kempo-championship-29-36.html,2026-04-24T21:29:33+05:45,ekantipur
तार्केश्वर लगातार तेस्रो पटक च्याम्पियन,https://ekantipur.com/sports/2026/04/24/tarkeshwar-is-the-champion-for-the-third-time-in-a-row-25-35.html,2026-04-24T21:25:32+05:45,ekantipur
"राष्ट्रिय मुद्दामा साझा धारणा बनाउने गरी कांग्रेस, एमाले र नेकपाबीच संवाद सुरु",https://ekantipur.com/politics/2026/04/24/dialogue-begins-between-congress-uml-and-ncp-to-forge-common-position-on-national-issues-00-31.html,2026-04-24T21:10:30+05:45,ekantipur
संघीय निजामती विधेयक : मुख्यसचिव र सचिवको पदावधि दुई/दुई वर्ष बनाउन प्रस्ताव,https://ekantipur.com/news/2026/04/24/federal-civil-service-bill-proposal-to-make-the-term-of-office-of-the-chief-secretary-and-secretary-two-years-each-40-02.html,2026-04-24T21:00:17+05:45,ekantipur
अमेरिकी प्रविधि कम्पनीहरू नेपालमा लगानी विस्तार गर्न इच्छुक,https://ekantipur.com/technology/2026/04/24/us-technology-companies-keen-to-expand-investment-in-nepal-28-02.html,2026-04-24T20:41:53+05:45,ekantipur
सरुवामा सरकारकाे ध्यान: एकैदिन २५ सहसचिवको स्थानान्तरण,https://ekantipur.com/news/2026/04/24/intensification-in-employee-management-02-55.html,2026-04-24T20:11:18+05:45,ekantipur
स्ववियु खुला भलिबल : तातोपानी र हाम्रो पातारासी फाइनलमा,https://ekantipur.com/sports/2026/04/24/swavi-open-volleyball-tatopani-and-hamro-patarasi-in-the-finals-44-32.html,2026-04-24T19:44:29+05:45,ekantipur
सरुवा भएका २५ सहसचिवमध्ये २० जनालाई प्रदेश पठाइयो,https://ekantipur.com/news/2026/04/24/20-of-the-25-joint-secretaries-transferred-were-sent-to-the-provinces-07-21.html,2026-04-24T19:07:17+05:45,ekantipur
पक्राउ परे पूर्वमन्त्री विक्रम पाण्डे,https://ekantipur.com/news/2026/04/24/former-minister-bikram-pandey-arrested-01-56.html,2026-04-24T19:01:54+05:45,ekantipur
"तनहुँ बस दुर्घटना हुँदा २ जनाको मृत्यु, ९ जना सख्त घाइते",https://ekantipur.com/gandaki-pradesh/2026/04/24/2-killed-9-seriously-injured-in-tanahun-bus-accident-24-26.html,2026-04-24T18:24:24+05:45,ekantipur
सान्या एसियन बिच गेम्सअन्तर्गत महिला कबड्डी स्थगित,https://ekantipur.com/sports/2026/04/24/womens-kabaddi-postponed-at-sanya-asian-beach-games-22-36.html,2026-04-24T18:22:34+05:45,ekantipur
पश्चिम एसियाको द्वन्द्वपछि ३० हजार नेपाली स्वदेश फर्किएः परराष्ट्र मन्त्रालय,https://ekantipur.com/news/2026/04/24/30000-nepalis-return-home-after-west-asian-conflicts-ministry-of-foreign-affairs-22-17.html,2026-04-24T18:22:14+05:45,ekantipur
ट्रेड युनियन नरहने गरी निजामती विधेयकको मस्यौदा तयार,https://ekantipur.com/news/2026/04/24/draft-civil-service-bill-prepared-to-eliminate-trade-unions-15-15.html,2026-04-24T18:15:55+05:45,ekantipur
व्यवसायी शेखर गोल्छाविरुद्ध ४ दिन म्याद थप,https://ekantipur.com/news/2026/04/24/remand-period-against-businessman-shekhar-golchha-extended-by-4-days-10-53.html,2026-04-24T18:10:50+05:45,ekantipur
मनोहराका सुकुमवासीहरु पनि सामान सार्दै,https://ekantipur.com/national/2026/04/24/manoharas-squatters-are-also-moving-their-belongings-04-33.html,2026-04-24T18:04:30+05:45,ekantipur
"सुकुमवासीको सुस्केरा : जाने ठाउँ छैन, डोजरसँग लड्ने तागत छैन",https://ekantipur.com/news/2026/04/24/slum-dwellers-sigh-no-place-to-go-no-strength-to-fight-the-bulldozer-17-13.html,2026-04-24T17:53:33+05:45,ekantipur
परासीमा मापदण्ड विपरीतका संरचनामा डोजर,https://ekantipur.com/lumbini-pradesh/2026/04/24/municipality-bulldozers-on-structures-that-violate-standards-in-parasi-42-35.html,2026-04-24T17:42:33+05:45,ekantipur
यी हुन् बिहीबारको मन्त्रिपरिषद् बैठकका निर्णयहरु,https://ekantipur.com/news/2026/04/24/these-are-the-decisions-of-thursdays-cabinet-meeting-37-58.html,2026-04-24T17:37:56+05:45,ekantipur
नेपाली सेना र नेतृत्वविरुद्ध भ्रामक सूचना फैलाउनेलाई कारबाही गर्ने चेतावनी,https://ekantipur.com/news/2026/04/24/warning-of-action-against-those-spreading-misleading-information-against-the-nepali-army-and-leadership-32-00.html,2026-04-24T17:31:58+05:45,ekantipur
उच्च अदालत बुटवलको अतिक्रमित जग्गामा डोजर चलाउने तयारी,https://ekantipur.com/lumbini-pradesh/2026/04/24/preparations-to-use-a-dozer-on-the-encroached-land-of-the-high-court-in-butwal-26-02.html,2026-04-24T17:31:46+05:45,ekantipur
वास्तविक सुकुमवासीका लागि प्रक्रिया पुर्‍याएर यथाशक्य चाँडो जग्गा वितरण : प्रधानमन्त्री,https://ekantipur.com/news/2026/04/24/177703053843559076.html,2026-04-24T17:20:27+05:45,ekantipur
जोखिमपूर्ण घर टहरामा व्यवसाय सञ्चालन नगर्न प्रशासनको आग्रह,https://ekantipur.com/madhesh-pradesh/2026/04/24/administration-urges-people-not-to-operate-businesses-in-risky-housing-estates-07-49.html,2026-04-24T17:07:47+05:45,ekantipur
साँखुमा प्रहरीले लागूऔषध कारोबारी समात्न गोली चलायो,https://ekantipur.com/national/2026/04/24/police-open-fire-to-arrest-drug-dealer-in-sankhu-01-33.html,2026-04-24T17:01:30+05:45,ekantipur
नुवाकोटको पञ्चकन्या गाउँपालिकाले लगाएको चियाको व्यावसायिक उत्पादन सुरु,https://ekantipur.com/bagmati-pradesh/2026/04/24/commercial-production-of-tea-planted-by-panchakanya-rural-municipality-of-nuwakot-begins-56-36.html,2026-04-24T16:56:34+05:45,ekantipur
"तनहुँमा बस दुर्घटना, घाइतेको उद्धार जारी",https://ekantipur.com/gandaki-pradesh/2026/04/24/bus-accident-in-tanahun-rescue-of-injured-continues-45-27.html,2026-04-24T16:45:24+05:45,ekantipur
नेपाल ‘ए’ द्वारा ओमान पराजित,https://ekantipur.com/sports/2026/04/24/nepal-a-defeats-oman-44-02.html,2026-04-24T16:44:00+05:45,ekantipur
इजरायलमा ज्यान गुमाएका विपीन जोशीको परिवारलाई सरकारले १० लाख दिने,https://ekantipur.com/news/2026/04/24/government-to-give-rs-1-million-to-family-of-bipin-joshi-who-lost-his-life-in-israel-33-37.html,2026-04-24T16:33:35+05:45,ekantipur
कांग्रेसले भन्यो : सरकारले संसदको सर्वोच्चतालाई अवमूल्यन गर्‍यो,https://ekantipur.com/politics/2026/04/24/congress-said-the-government-has-devalued-the-supremacy-of-parliament-33-10.html,2026-04-24T16:33:08+05:45,ekantipur
दक्षिण पूर्वी एसियाबाट ६ सय १२ नेपालीको उद्धार,https://ekantipur.com/news/2026/04/24/612-nepalis-rescued-from-southeast-asia-20-18.html,2026-04-24T16:20:15+05:45,ekantipur
कांग्रेस संसदीय दलको नेता चयन प्रक्रिया स्थगित,https://ekantipur.com/news/2026/04/24/congress-parliamentary-party-leader-selection-process-postponed-12-58.html,2026-04-24T16:12:56+05:45,ekantipur
सुकुमवासीमाथि बल प्रयोग मानवीय र कानुनी दृष्टिले अनुपयुक्त : एमाले,https://ekantipur.com/news/2026/04/24/use-of-force-against-squatters-is-inappropriate-from-a-humanitarian-and-legal-perspective-uml-09-34.html,2026-04-24T16:11:37+05:45,ekantipur
"सुक्खा मौसमको असर : डढेलो बढ्दै, काठमाडौं सर्वाधिक प्रदूषित सहर",https://ekantipur.com/news/2026/04/24/impact-of-dry-weather-fires-increasing-kathmandu-most-polluted-city-58-46.html,2026-04-24T15:58:43+05:45,ekantipur
सम्पत्ति जाँचबुझ आयोगको प्रवक्ताको जिम्मेवारी गणेश केसीलाई,https://ekantipur.com/news/2026/04/24/ganesh-kc-appointed-as-spokesperson-of-assets-inquiry-commission-55-19.html,2026-04-24T15:55:17+05:45,ekantipur
एकैपटक १७ चिकित्सकको लाइसेन्स दर्ता खारेज,https://ekantipur.com/news/2026/04/24/licenses-of-17-doctors-revoked-at-once-48-23.html,2026-04-24T15:48:21+05:45,ekantipur
आर्थिक कूटनीति सरकारको प्रमुख प्राथमिकता : परराष्ट्र प्रवक्ता,https://ekantipur.com/news/2026/04/24/economic-diplomacy-is-the-governments-top-priority-foreign-ministry-spokesperson-47-09.html,2026-04-24T15:47:07+05:45,ekantipur
ढिलो राहतले जुम्लाका बाढीपहिरोपीडितलाई आहत,https://ekantipur.com/karnali-pradesh/2026/04/24/delayed-relief-hurts-flood-and-landslide-victims-in-jumla-27-28.html,2026-04-24T15:40:45+05:45,ekantipur
"नेप्सेमा सामान्य अंकको वृद्धि, ५ अर्ब २७ करोड रुपैयाँको कारोबार",https://ekantipur.com/business/2026/04/24/nepse-sees-modest-increase-in-points-turnover-of-rs-527-billion-34-42.html,2026-04-24T15:39:08+05:45,ekantipur
भानुआटुसँग नेपालको अप्रत्यासित हार,https://ekantipur.com/sports/2026/04/24/nepals-unexpected-defeat-to-vanuatu-36-15.html,2026-04-24T15:36:13+05:45,ekantipur
"विराटनगरमा फुटपाथ खाली गरिँदै, विकल्पविहीन भएको साना व्यवसायीको गुनासो",https://ekantipur.com/koshi-pradesh/2026/04/24/small-business-owners-complain-that-they-have-no-choice-but-to-clear-sidewalks-in-biratnagar-08-12.html,2026-04-24T15:08:10+05:45,ekantipur
गुल्मी महोत्सवले स्थानीय संस्कृति र व्यापारलाई जोड्दै,https://ekantipur.com/lumbini-pradesh/2026/04/24/177702091824281786.html,2026-04-24T14:43:25+05:45,ekantipur
"नयाँ बसपार्कबाट छुट्न थाले धादिङ, नुवाकोट र रसुवाका बस",https://ekantipur.com/national/2026/04/24/buses-from-dhading-nuwakot-and-rasuwa-will-now-only-leave-from-the-new-bus-park-38-05.html,2026-04-24T14:38:02+05:45,ekantipur
"तीनढ्वाङ्गे खहरे पुल दुई वर्षदेखि अलपत्र, स्थानीयलाई सास्ती",https://ekantipur.com/koshi-pradesh/2026/04/24/tindhwange-khahare-bridge-has-been-abandoned-for-two-years-causing-suffering-to-locals-42-59.html,2026-04-24T14:27:49+05:45,ekantipur
गुन्द्रुकको गुणस्तर मापदण्ड तोकियो,https://ekantipur.com/business/2026/04/24/quality-standards-for-gunpowder-set-gunpowder-with-mold-and-insects-will-no-longer-be-allowed-to-be-sold-16-08.html,2026-04-24T14:26:16+05:45,ekantipur
अतिक्रमित जग्गा फिर्ता गर्न ल्याब स्कुलसहितलाई त्रिविको पत्र,https://ekantipur.com/news/2026/04/24/tus-letter-to-lab-school-to-return-encroached-land-18-01.html,2026-04-24T14:17:58+05:45,ekantipur
सुकुमवासी बस्ती हटाउने सरकारको तयारी रोक्न मागसहित सर्वोच्चमा रिट,https://ekantipur.com/news/2026/04/24/writ-filed-in-supreme-court-demanding-to-stop-governments-preparations-to-remove-squatter-settlements-16-11.html,2026-04-24T14:16:09+05:45,ekantipur
'व्यवसायीमाथि भइरहेको धरपकड र थुनछेकबाट निजी क्षेत्र निरुत्साहित',https://ekantipur.com/business/2026/04/24/all-three-umbrella-organizations-of-the-private-sector-voice-one-voice-arrests-and-detentions-of-entrepreneurs-and-businessmen-in-what-was-expected-to-be-an-investment-friendly-environment-09-53.html,2026-04-24T14:03:57+05:45,ekantipur
बजार क्षेत्रका फुटपाथ हटाउन फुङलिङ नगरपालिकाको ७ दिने अल्टिमेटम,https://ekantipur.com/koshi-pradesh/2026/04/24/phungling-municipality-issues-7-day-ultimatum-to-remove-sidewalks-in-market-area-56-18.html,2026-04-24T13:56:16+05:45,ekantipur
कालीकोटको राष्ट्रपति रनिङ शिल्डमा तिलागुफाको बर्चश्व,https://ekantipur.com/karnali-pradesh/2026/04/24/tilagufas-barshashwa-on-the-presidential-running-shield-in-kalikot-53-29.html,2026-04-24T13:53:02+05:45,ekantipur
सुकुमवासी मोर्चाले भन्यो : ‘सुकुमवासी बस्ती खाली गराउने निर्णय असंवैधानिक र अमानवीय’,https://ekantipur.com/news/2026/04/24/sukumwasi-morcha-says-the-decision-to-evacuate-the-squatter-settlements-is-unconstitutional-and-inhumane-51-43.html,2026-04-24T13:51:40+05:45,ekantipur
सार्वजनिक जग्गा मिचेर बनाइएका संरचना हटाउन पोखरा महानगरको ३५ दिने अल्टिमेटम,https://ekantipur.com/gandaki-pradesh/2026/04/24/pokhara-metropolitan-city-issues-35-day-ultimatum-to-remove-structures-built-encroaching-on-public-land-49-46.html,2026-04-24T13:49:43+05:45,ekantipur
भारतलाई 'नरक' भन्ने ट्रम्पको पोस्टले चर्कियो विवाद,https://ekantipur.com/world/2026/04/24/trumps-post-calling-india-hell-sparks-controversy-11-38.html,2026-04-24T13:21:42+05:45,ekantipur
सुकुमवासी बस्ती हटाउने कार्य रोक्न सरकारलाई एम्नेस्टी इन्टरनेसनलको आग्रह,https://ekantipur.com/news/2026/04/24/amnesty-international-urges-government-to-halt-eviction-of-squatter-settlements-14-43.html,2026-04-24T13:14:40+05:45,ekantipur
सुनको मूल्य प्रतितोला २ हजार २ सयले घट्यो,https://ekantipur.com/business/2026/04/24/gold-price-drops-by-2200-per-tola-52-19.html,2026-04-24T12:52:17+05:45,ekantipur
रास्वपा कार्यालयमा सुरक्षा व्यवस्था कडा,https://ekantipur.com/news/2026/04/24/security-tightened-at-rashtriya-swayamsevak-sangh-rss-office-after-sukumvasi-arrives-41-43.html,2026-04-24T12:45:01+05:45,ekantipur
कच्चा पदार्थको अभावमा हेटौँडा सिमेन्ट उद्योग बन्द,https://ekantipur.com/news/2026/04/24/hetauda-cement-industry-closed-due-to-lack-of-raw-materials-34-53.html,2026-04-24T12:34:51+05:45,ekantipur
त्रासमा छ सुकुमवासी बस्ती,https://ekantipur.com/news/2026/04/24/slum-dwellers-in-fear-31-27.html,2026-04-24T12:31:25+05:45,ekantipur
सुकुमवासी अगुवा प्रहरी नियन्त्रणमा,https://ekantipur.com/news/2026/04/24/sukum-village-leader-under-police-control-15-28.html,2026-04-24T12:15:26+05:45,ekantipur
स्थानीयको सक्रियता बढ्दा सडक र सरसफाइले फेरियो बस्ती,https://ekantipur.com/gandaki-pradesh/2026/04/24/as-locals-become-more-active-the-settlement-is-transformed-with-roads-and-sanitation-07-34.html,2026-04-24T11:07:32+05:45,ekantipur
"भैरहवा भन्सार नाकामा कडाइ, सुनौली बजार सुनसान",https://ekantipur.com/business/2026/04/24/strict-measures-at-bhairahawa-customs-checkpoint-sunauli-bazaar-deserted-47-03.html,2026-04-24T10:55:20+05:45,ekantipur
राति अवेरसम्म डान्स बार सञ्चालन गर्ने ४ जना पक्राउ,https://ekantipur.com/bagmati-pradesh/2026/04/24/4-arrested-for-running-dance-bar-until-late-at-night-58-30.html,2026-04-24T09:58:27+05:45,ekantipur
विकासका नाममा हिंसा : मुक्कुम्लुङदेखि बोझेनीसम्म,https://ekantipur.com/opinion/2026/04/24/violence-in-the-name-of-development-from-mukkumlung-to-bozheni-10-35.html,2026-04-24T09:46:33+05:45,ekantipur
"कुलेखानी जलाशयको पानीबाट थप एक सय मेगावाट विद्युत् उत्पादन गर्ने, १५ अर्ब बढी लगानी",https://ekantipur.com/business/2026/04/24/an-additional-100-megawatts-of-electricity-will-be-generated-from-the-water-of-the-kulekhani-reservoir-with-an-additional-investment-of-15-billion-40-21.html,2026-04-24T09:40:19+05:45,ekantipur
सम्मान खोजिरहेका खाडीका श्रमिक,https://ekantipur.com/opinion/2026/04/24/gulf-workers-seeking-respect-29-47.html,2026-04-24T09:22:58+05:45,ekantipur
इजरायल र लेबनानबीचको युद्धविराम थप ३ हप्ता लम्ब्याउने ट्रम्पको घोषणा,https://ekantipur.com/world/2026/04/24/trump-announces-extension-of-ceasefire-between-israel-and-lebanon-for-another-3-weeks-08-41.html,2026-04-24T09:08:39+05:45,ekantipur
सम्पत्ति शुद्धीकरण अनुसन्धान विभागले अनुसन्धान जारी राखेका बेला धितोपत्र र बिमा सम्बन्धी कसुरमा गोल्छामाथि अनुसन्धान,https://ekantipur.com/news/2026/04/24/for-what-crime-was-businessman-shekhar-golchha-arrested-26-53.html,2026-04-24T08:55:10+05:45,ekantipur
लागुऔषध कारोबारमा संलग्न भएको आरोपमा एकै दिन १३ जना पक्राउ,https://ekantipur.com/lumbini-pradesh/2026/04/24/13-people-arrested-in-a-single-day-on-charges-of-involvement-in-drug-trafficking-48-27.html,2026-04-24T08:48:24+05:45,ekantipur
नागरिकलाई स्पर्श गर्ने लोकतन्त्रको खोजी,https://ekantipur.com/opinion/2026/04/24/the-search-for-a-democracy-that-touches-the-citizens-52-49.html,2026-04-24T08:38:37+05:45,ekantipur
बजेटको पर्खाइमा ‘ड्रिम फाप्ला’,https://ekantipur.com/sports/2026/04/24/177699537581229128.html,2026-04-24T07:34:25+05:45,ekantipur
छैटौं एसियन बिच गेम्स: कबड्डीमा ताइपेईविरुद्ध नेपालको सानदार जित,https://ekantipur.com/sports/2026/04/24/6th-asian-beach-games-nepals-stunning-win-over-taipei-in-kabaddi-13-12.html,2026-04-24T07:13:09+05:45,ekantipur
ओर्बानको पराजय र ‘पपुलिजम’को भविष्य,https://ekantipur.com/opinion/2026/04/24/orbns-defeat-and-the-future-of-populism-02-20.html,2026-04-24T07:02:18+05:45,ekantipur
घरजग्गा कारोबारबाट चैतमा मात्रै सवा ६ अर्ब रुपैयाँ राजस्व,https://ekantipur.com/business/2026/04/24/revenue-from-real-estate-transactions-in-chaitra-alone-was-rs-625-billion-57-59.html,2026-04-24T06:57:57+05:45,ekantipur
सरकारी सूचना प्रणालीमा बढ्यो र्‍यानसमवेयर आक्रमण,https://ekantipur.com/business/2026/04/24/ransomware-attacks-on-government-information-systems-increase-54-58.html,2026-04-24T06:54:56+05:45,ekantipur
भारतको पश्चिम बंगाल र तमिलनाडुमा ऐतिहासिक मतदान,https://ekantipur.com/world/2026/04/24/historic-voting-in-west-bengal-and-tamil-nadu-34-34.html,2026-04-24T06:34:32+05:45,ekantipur
लुम्बिनी र सुदूरपश्चिम प्रदेशका तराई क्षेत्रमा तातो लहर चल्ने,https://ekantipur.com/news/2026/04/24/heat-wave-expected-in-lumbini-and-terai-regions-of-sudurpaschim-province-21-40.html,2026-04-24T06:21:38+05:45,ekantipur
एकसाथ ४५ विधेयकको मस्यौदा तयार पार्दै सरकार,https://ekantipur.com/news/2026/04/24/government-preparing-drafts-of-45-bills-simultaneously-18-34.html,2026-04-24T06:18:32+05:45,ekantipur
"बढ्यो अमेरिकी डलरको मूल्य, यस्तो छ अन्य मुद्राको विनिमयदर",https://ekantipur.com/business/2026/04/24/the-value-of-the-us-dollar-has-increased-this-is-the-exchange-rate-of-other-currencies-16-30.html,2026-04-24T06:16:27+05:45,ekantipur
ओभिएडोसँग भिल्लारियलको बराबरी,https://ekantipur.com/sports/2026/04/24/villarreal-draws-with-oviedo-07-19.html,2026-04-24T06:07:16+05:45,ekantipur
"जग्गा बैतडीमा, कर तिर्न डडेल्धुरा",https://ekantipur.com/sudurpaschim-pradesh/2026/04/23/dadeldhura-to-pay-land-tax-in-baitadi-39-32.html,2026-04-23T23:59:17+05:45,ekantipur
